newsgroup_a,newsgroup_b,messages_a,messages_b,cosine_similarity
no.medisin,no.pressemeldinger,1490,62,0.56304604
no.amiga,no.prat.narkotika,3265,2474,0.5628757
no.alt.mat,no.folklore.generelt,3909,15,0.56278574
no.musikk.klassisk,no.prat.aksjer,288,937,0.56267506
no.eunet.drift,no.musikk.klassisk,405,288,0.56267196
no.prat.ufo,no.sykkel,762,3996,0.5625632
no.svar,no.vitser,207,10517,0.5625487
no.sport.volleyball,no.vit.diverse,156,622,0.5625073
no.alt.fan.de-lillos,no.ms-windows,244,8305,0.5623709
no.folklore.overtro,no.typografi,11,303,0.56214947
no.org.efn.diskusjon,no.reiser,1341,1987,0.5619478
no.pc,no.psykologi,25734,1754,0.5618575
no.mswindow,no.musikk.gitar,772,2387,0.5618372
no.sources.list,no.telepost,77,948,0.5617945
no.musikk,no.tungregning,27521,92,0.56175673
no.religion,no.sport.fotball,20428,2324,0.5617335
no.alt.mat,no.uninett.drift,3909,110,0.5616432
no.sport.fotball,no.uninett.hjelp,2324,78,0.5616381
no.havforskning,no.marked.bil,516,1599,0.56162286
no.c,no.sykkel,2562,3996,0.5614519
no.alt.gullkorn,no.marked.data,7,22621,0.5613778
no.it.emacs,no.sport.orientering,1054,63,0.561294
no.folklore.generelt,no.mac,15,22107,0.5612485
no.media,no.spill.sjakk,123,270,0.5612318
no.linux,no.sykkel,16315,3996,0.56100446
no.ef,no.perl,1368,1087,0.5609413
no.alt.katter,no.folklore.edb,1932,153,0.5609404
no.musikk,no.sport.volleyball,27521,156,0.5609393
no.film,no.tungregning,12505,92,0.56089765
no.alt.arkiv,no.nuug,1984,107,0.5608631
no.alt.amiga,no.stortinget,775,2563,0.5608349
no.marked.bolig,no.vitser,741,10517,0.5608313
no.folklore.overtro,no.jus,11,8006,0.560776
no.medisin,no.org.dnd,1490,73,0.56076336
no.alt.radio-tv.irma-1000,no.spill.sjakk,236,270,0.5607374
no.org.decus,no.prat.aksjer,25,937,0.56064725
no.biz.annonser,no.perl,3658,1087,0.5606423
no.alt.katter,no.reiser,1932,1987,0.5606366
no.marked,no.norsk,26848,17383,0.56062007
no.sport.fotball,no.test,2324,3374,0.5604938
no.folklore.generelt,no.spill.rollespill,15,1017,0.56049335
no.marked,no.org.dnd,26848,73,0.5603222
no.audio,no.marked.jobb,10340,3836,0.5603063
no.marked.diskusjon,no.sport.volleyball,76,156,0.56030494
no.norsk,no.x,17383,390,0.56030333
no.musikk,no.slekt.etterlysning,27521,3114,0.5603005
no.alt.motorsykler,no.marked.jobb,42775,3836,0.5601077
no.alt.tegneserier,no.folklore.overtro,2246,11,0.5600243
no.alt.flame,no.kryptografi,19929,537,0.5599919
no.marked.bolig,no.musikk.gitar,741,2387,0.55993485
no.marked.bil,no.tele,1599,5701,0.5598499
no.folklore.overtro,no.org.efn.diskusjon,11,1341,0.55959815
no.mail.diverse,no.sport.fotball,1978,2324,0.55957246
no.litteratur,no.marked.bolig,3989,741,0.55945426
no.alt.diskusjoner,no.ms-windows,15893,8305,0.559394
no.film,no.perl,12505,1087,0.5593378
no.org.efn.diskusjon,no.slekt.etterlysning,1341,3114,0.5593105
no.alt.arkiv,no.www,1984,3436,0.5592958
no.org.decus,no.test,25,3374,0.55927104
no.org.dnd,no.prat.ufo,73,762,0.5591084
no.alt.fan.de-lillos,no.org.dnd,244,73,0.55909455
no.it.os.os2,no.stortinget,696,2563,0.5590921
no.prat.narkotika,no.sport.fotball,2474,2324,0.55896825
no.kjemi,no.mswindow,1463,772,0.5588872
no.net,no.pressemeldinger,2082,62,0.5587831
no.bolig,no.prat.ufo,1148,762,0.558693
no.alt.irc-treff,no.spill.sjakk,1017,270,0.55867994
no.alt.radio-tv.irma-1000,no.marked.bil,236,1599,0.5585877
no.ms-windows,no.norsk,8305,17383,0.55852705
no.mswindow,no.org.decus,772,25,0.55851185
no.alt.arkiv,no.x,1984,390,0.5584549
no.alt.gullkorn,no.slekt.etterlysning,7,3114,0.55843425
no.mswindow,no.speider,772,1463,0.5584224
no.prat.aksjer,no.test,937,3374,0.5584159
no.mswindow,no.sources.list,772,77,0.55841565
no.it.os.os2,no.musikk.gitar,696,2387,0.55816084
no.eunet.hjelp,no.tex,601,225,0.5581394
no.mac,no.psykologi,22107,1754,0.55812585
no.biz.annonser,no.prat.politikk,3658,3672,0.5581089
no.ms-windows,no.sport.orientering,8305,63,0.558086
no.svar,no.x,207,390,0.55782026
no.biz.annonser.data,no.spill.rollespill,1311,1017,0.5578056
no.alt.flame,no.mac,19929,22107,0.55774504
no.linux,no.sport.orientering,16315,63,0.5577044
no.perl,no.speider,1087,1463,0.55766743
no.hobby.diverse,no.spill.sjakk,482,270,0.55764514
no.pressemeldinger,no.radio_tv,62,1682,0.55763125
no.ms-windows,no.pressemeldinger.diskusjon,8305,42,0.55753434
no.religion,no.uninett.drift,20428,110,0.55752707
no.mac,no.sources.list,22107,77,0.5575062
no.alt.motorsykler,no.uninett.katalog,42775,32,0.55745184
no.mail.drift,no.tex,576,225,0.5574075
no.film,no.ms-windows,12505,8305,0.5572559
no.film,no.marked.data,12505,22621,0.55724233
no.biz.annonser.data,no.musikk,1311,27521,0.55718714
no.pressemeldinger,no.slekt,62,8269,0.55716276
no.alt.amiga,no.norsk,775,17383,0.55711806
no.spill.rollespill,no.uninett.katalog,1017,32,0.55705297
no.sources.list,no.unix,77,3935,0.5570451
no.alt.arkiv,no.svar,1984,207,0.55704474
no.alt.sjokolade,no.mail.diverse,580,1978,0.5570413
no.tex,no.tungregning,225,92,0.55701363
no.org.dnd,no.vitser,73,10517,0.5570047
no.alt.mat.drikke,no.sport.volleyball,758,156,0.556955
no.prat.aksjer,no.prat.ufo,937,762,0.5569185
no.litteratur,no.sport.volleyball,3989,156,0.55688673
no.bolig,no.x,1148,390,0.5567517
no.bibsys,no.uninett.fik,98,49,0.55674064
no.prat.aksjer,no.religion,937,20428,0.55668914
no.alt.mat.drikke,no.marked.jobb,758,3836,0.5566411
no.medisin,no.svar,1490,207,0.55660534
no.alt.katter,no.marked,1932,26848,0.55650294
no.marked.data,no.sources.list,22621,77,0.55641484
no.irc,no.pressemeldinger,6511,62,0.55631346
no.student.samfund,no.uninett.fik,234,49,0.5562921
no.biz.annonser.data,no.lisp,1311,504,0.55613273
no.ai,no.sport.fotball,332,2324,0.556085
no.sources.list,no.uninett.drift,77,110,0.5560363
no.radio-tv,no.svar,4392,207,0.5560107
no.alt.katter,no.uninett.drift,1932,110,0.555788
no.ef,no.marked.data,1368,22621,0.55570143
no.org.decus,no.vit.diverse,25,622,0.55562395
no.musikk.gitar,no.uninett.katalog,2387,32,0.5555954
no.prat.seksualitet,no.sport.volleyball,3616,156,0.55559534
no.religion,no.unix,20428,3935,0.5555371
no.eunet.hjelp,no.prat.narkotika,601,2474,0.5554675
no.folklore.generelt,no.marked.data,15,22621,0.55545473
no.alt.frustrasjoner,no.marked.bil,35424,1599,0.5554424
no.pressemeldinger,no.uninett.hjelp,62,78,0.5553929
no.it.emacs,no.prat.aksjer,1054,937,0.55536866
no.student.samfund,no.tex,234,225,0.5551726
no.alt.fan.de-lillos,no.biz.annonser.data,244,1311,0.55516624
no.sport.orientering,no.video,63,510,0.55509716
no.havforskning,no.uninett.fik,516,49,0.5550593
no.prat.narkotika,no.uninett.drift,2474,110,0.554906
no.biz.annonser.data,no.uninett.katalog,1311,32,0.55490047
no.it.os.os2,no.litteratur,696,3989,0.554697
no.embnet,no.spill.sjakk,398,270,0.55456424
no.alt.amiga,no.alt.mat,775,3909,0.554502
no.alkohol,no.tungregning,3468,92,0.5544859
no.eunet.drift,no.reiser,405,1987,0.55446625
no.marked.bolig,no.stortinget,741,2563,0.55444324
no.slekt.etterlysning,no.tele,3114,5701,0.5544391
no.alt.gullkorn,no.folklore.overtro,7,11,0.5543945
no.alkohol,no.org.nobug.diverse,3468,119,0.55436665
no.kryptografi,no.svar,537,207,0.55426043
no.folklore.overtro,no.skole.diverse,11,566,0.5541737
no.org.isoc-no,no.uninett.fik,46,49,0.55414265
no.eunet.hjelp,no.reiser,601,1987,0.55405074
no.eunet.hjelp,no.folklore.overtro,601,11,0.554022
no.mswindow,no.vitser,772,10517,0.55398655
no.slekt.programmer,no.sykkel,459,3996,0.5539352
no.it.diverse,no.marked.bil,527,1599,0.5537578
no.alt.katter,no.slekt.programmer,1932,459,0.55373
no.it.os.os2,no.sources.list,696,77,0.5537173
no.alt.mat.drikke,no.kryptografi,758,537,0.553681
no.uninett.katalog,no.vr,32,144,0.5536633
no.uninett.katalog,no.video,32,510,0.553612
no.alt.irctreff,no.svar,493,207,0.5535652
no.alt.irctreff,no.spill.sjakk,493,270,0.5535594
no.alt.pompel-og-pilt,no.tex,367,225,0.55344754
no.slekt.etterlysning,no.tegnsett,3114,416,0.553317
no.medisin,no.x,1490,390,0.55328393
no.mail.diverse,no.sport.volleyball,1978,156,0.5532698
no.org.isoc-no,no.sykkel,46,3996,0.5528346
no.pressemeldinger,no.uninett.drift,62,110,0.5527955
no.prat.ufo,no.sport.orientering,762,63,0.55276245
no.prat.narkotika,no.sport.orientering,2474,63,0.5527596
no.psykologi,no.video,1754,510,0.5526494
no.sources.list,no.vr,77,144,0.55264026
no.spill.sjakk,no.uninett.diverse,270,207,0.5525866
no.alt.motorsykler,no.pressemeldinger,42775,62,0.5523927
no.sources.wanted,no.sport.volleyball,152,156,0.5522698
no.elektronikk,no.sport.fotball,3838,2324,0.5522019
no.audio,no.sport.fotball,10340,2324,0.55215776
no.stortinget,no.svar,2563,207,0.55208546
no.marked.bil,no.pc,1599,25734,0.55204415
no.alt.flame,no.bil,19929,6651,0.55196637
no.bolig,no.it.emacs,1148,1054,0.5519265
no.alt.katter,no.musikk.klassisk,1932,288,0.5517814
no.eunet.hjelp,no.musikk.klassisk,601,288,0.5517608
no.alt.mat.drikke,no.perl,758,1087,0.5517589
no.marked.bolig,no.prat.aksjer,741,937,0.5516203
no.reiser,no.test,1987,3374,0.551565
no.alt.mat.drikke,no.tungregning,758,92,0.5515294
no.ms-windows,no.vit.diverse,8305,622,0.55148375
no.alt.arkiv,no.uninett.drift,1984,110,0.5514639
no.alt.flame,no.sykkel,19929,3996,0.5514293
no.folklore.overtro,no.it.diverse,11,527,0.55141485
no.kryptografi,no.marked,537,26848,0.55130225
no.litteratur,no.marked.data,3989,22621,0.55114925
no.alkohol,no.org.decus,3468,25,0.55113244
no.alt.gullkorn,no.reiser,7,1987,0.5510936
no.alkohol,no.uninett.katalog,3468,32,0.55107665
no.alt.arkiv,no.standard,1984,98,0.55103767
no.prat.politikk,no.sport.volleyball,3672,156,0.5509152
no.svar,no.test,207,3374,0.5508566
no.alt.mat,no.linux,3909,16315,0.55083704
no.reiser,no.video,1987,510,0.5508282
no.reiser,no.uninett.drift,1987,110,0.55076677
no.bil,no.religion,6651,20428,0.55075985
no.news.diverse,no.sources.list,9287,77,0.5507437
no.marked.bil,no.vitser,1599,10517,0.55066967
no.alt.irctreff,no.folklore.overtro,493,11,0.55055535
no.irc,no.spill.sjakk,6511,270,0.5505236
no.biz.annonser.data,no.kryptografi,1311,537,0.55051327
no.mswindow,no.spill.rollespill,772,1017,0.55043375
no.linux,no.prat.aksjer,16315,937,0.55041903
no.alt.config,no.sources.list,625,77,0.5502308
no.bolig,no.ms-windows,1148,8305,0.55018735
no.slekt.etterlysning,no.sport.volleyball,3114,156,0.55010587
no.it.os.os2,no.prat.politikk,696,3672,0.54989916
no.mail.drift,no.pressemeldinger,576,62,0.5498842
no.prat.politikk,no.svar,3672,207,0.54978895
no.org.dnd,no.prat.politikk,73,3672,0.5497003
no.alt.tegneserier,no.marked.bolig,2246,741,0.5495613
no.mail.drift,no.marked.bolig,576,741,0.5494658
no.alt.sjokolade,no.biz.annonser,580,3658,0.5493987
no.sport.fotball,no.www,2324,3436,0.5493582
no.psykologi,no.tungregning,1754,92,0.5493539
no.skole.diverse,no.uninett.fik,566,49,0.5492656
no.alt.motorsykler,no.marked.bolig,42775,741,0.54925334
no.folklore.generelt,no.tegnsett,15,416,0.54917264
no.musikk.klassisk,no.slekt.etterlysning,288,3114,0.5491624
no.biz.nettilbydere,no.pressemeldinger,824,62,0.54915845
no.alt.arkiv,no.biz.annonser.data,1984,1311,0.5490206
no.alt.diskusjoner,no.marked.bolig,15893,741,0.54895425
no.it.os.os2,no.musikk,696,27521,0.5489069
no.elektronikk,no.folklore.overtro,3838,11,0.5488984
no.spill.sjakk,no.vitser,270,10517,0.54875386
no.slekt.etterlysning,no.spill,3114,12310,0.548744
no.pressemeldinger,no.tungregning,62,92,0.548714
no.alt.mat.drikke,no.biz.annonser.data,758,1311,0.5486509
no.alt.sjokolade,no.religion,580,20428,0.5486434
no.musikk,no.x,27521,390,0.54862106
no.alt.katter,no.mac,1932,22107,0.5485246
no.alt.gledesutbrudd,no.tex,11406,225,0.5485199
no.alt.arkiv,no.biz.diskusjoner,1984,276,0.54850864
no.religion,no.uninett.katalog,20428,32,0.54848194
no.reiser,no.vr,1987,144,0.54842407
no.news.diverse,no.spill.sjakk,9287,270,0.54841053
no.folklore.generelt,no.norsk.fagord,15,310,0.5483545
no.eunet.drift,no.pressemeldinger,405,62,0.5482701
no.alt.sjokolade,no.amiga,580,3265,0.5481373
no.mail.diverse,no.sources.list,1978,77,0.54809207
no.alt.sjokolade,no.it.diverse,580,527,0.54806596
no.it.diverse,no.marked.bolig,527,741,0.5480344
no.mac,no.prat.narkotika,22107,2474,0.54802895
no.slekt.etterlysning,no.www,3114,3436,0.5480076
no.mail.drift,no.sources.list,576,77,0.5479228
no.pc,no.reiser,25734,1987,0.54791814
no.alt.gullkorn,no.biz.annonser.data,7,1311,0.54765975
no.film,no.sport.volleyball,12505,156,0.54750097
no.pc,no.prat.narkotika,25734,2474,0.54744995
no.medisin,no.perl,1490,1087,0.54738516
no.prat.ufo,no.sport.fotball,762,2324,0.5473283
no.bil,no.sport.volleyball,6651,156,0.5472727
no.marked.bil,no.student.samfund,1599,234,0.547191
no.prat.seksualitet,no.x,3616,390,0.5471887
no.alt.pompelog,no.spill.sjakk,287,270,0.54716545
no.norsk.fagord,no.sport.volleyball,310,156,0.5470649
no.ai,no.sources.list,332,77,0.54697704
no.marked,no.uninett.katalog,26848,32,0.5469433
no.org.decus,no.stortinget,25,2563,0.5468707
no.ef,no.folklore.overtro,1368,11,0.54685587
no.multimedia,no.spill.sjakk,2273,270,0.54684764
no.bil,no.org.isoc-no,6651,46,0.54682136
no.prat.narkotika,no.video,2474,510,0.5467041
no.eunet.hjelp,no.sport.volleyball,601,156,0.5466693
no.alt.config,no.spill.sjakk,625,270,0.5466595
no.lisp,no.marked.data,504,22621,0.54648125
no.alt.katter,no.pc,1932,25734,0.54644513
no.biz.annonser,no.prat.seksualitet,3658,3616,0.54640186
no.amiga,no.tex,3265,225,0.54640174
no.biz.nettilbydere,no.uninett.fik,824,49,0.54638183
no.kryptografi,no.sykkel,537,3996,0.5463489
no.alt.arkiv,no.irc,1984,6511,0.546287
no.alt.flame,no.uninett.katalog,19929,32,0.5462489
no.elektronikk,no.sources.list,3838,77,0.546219
no.c,no.reiser,2562,1987,0.5461729
no.alt.tegneserier,no.spill.sjakk,2246,270,0.54597247
no.religion,no.tele,20428,5701,0.5459684
no.linux,no.sport.diverse,16315,6331,0.5459474
no.audio,no.religion,10340,20428,0.54592204
no.folklore.edb,no.sources.list,153,77,0.54580104
no.film,no.slekt.etterlysning,12505,3114,0.54577637
no.psykologi,no.sport.orientering,1754,63,0.5456645
no.media,no.tex,123,225,0.5455741
no.alt.amiga,no.marked.bolig,775,741,0.54548556
no.prat.seksualitet,no.pressemeldinger,3616,62,0.5454537
no.ms-windows,no.svar,8305,207,0.5454095
no.biz.annonser.data,no.ef,1311,1368,0.5453925
no.irc,no.sources.list,6511,77,0.54525065
no.bibsys,no.pressemeldinger,98,62,0.54512405
no.bil,no.mswindow,6651,772,0.5450927
no.alt.amiga,no.prat.politikk,775,3672,0.54506886
no.jus,no.mswindow,8006,772,0.5448929
no.it.os.os2,no.tex,696,225,0.5448054
no.marked.bolig,no.tungregning,741,92,0.5446478
no.prat.aksjer,no.sport.fotball,937,2324,0.5444145
no.folklore.overtro,no.org.dnd,11,73,0.54436487
no.alt.katter,no.audio,1932,10340,0.5443528
no.prat.ufo,no.reiser,762,1987,0.5443092
no.svar,no.tele,207,5701,0.54430133
no.alt.irc-treff,no.marked.bil,1017,1599,0.54395133
no.alt.sjokolade,no.folklore.edb,580,153,0.54388094
no.biz.annonser.data,no.vitser,1311,10517,0.5438397
no.it.diverse,no.sport.fotball,527,2324,0.5438349
no.alt.motorsykler,no.spill.sjakk,42775,270,0.54380417
no.eunet.drift,no.sources.list,405,77,0.54379785
no.alt.amiga,no.tex,775,225,0.54379284
no.bolig,no.org.decus,1148,25,0.5436737
no.pressemeldinger,no.vitser,62,10517,0.5436054
no.alt.arkiv,no.eunet.drift,1984,405,0.5435521
no.telepost,no.tex,948,225,0.5435497
no.alt.amiga,no.prat.ufo,775,762,0.5434897
no.alt.mat,no.org.isoc-no,3909,46,0.54336125
no.it.emacs,no.marked,1054,26848,0.54329425
no.alt.tegneserier,no.svar,2246,207,0.5432235
no.reiser,no.unix,1987,3935,0.5431721
no.alt.flame,no.elektronikk,19929,3838,0.5431612
no.alt.flame,no.pc,19929,25734,0.54309887
no.audio,no.perl,10340,1087,0.5430643
no.slekt.etterlysning,no.sport.fotball,3114,2324,0.5430152
no.slekt.programmer,no.sport.volleyball,459,156,0.5429809
no.marked.bolig,no.sport.orientering,741,63,0.5429452
no.folklore.generelt,no.pc,15,25734,0.542922
no.slekt.etterlysning,no.uninett.katalog,3114,32,0.54270554
no.marked.diskusjon,no.uninett.fik,76,49,0.54259527
no.folklore.overtro,no.speider,11,1463,0.5425537
no.org.efn.diskusjon,no.sport.volleyball,1341,156,0.5423261
no.sources.wanted,no.spill.sjakk,152,270,0.54228115
no.sport.volleyball,no.typografi,156,303,0.5422515
no.marked.bil,no.slekt,1599,8269,0.5421884
no.org.decus,no.prat.ufo,25,762,0.5420255
no.alt.mat.drikke,no.folklore.overtro,758,11,0.5420115
no.musikk.klassisk,no.uninett.drift,288,110,0.54200643
no.stortinget,no.x,2563,390,0.54199857
no.marked.data,no.musikk.klassisk,22621,288,0.54189193
no.musikk,no.org.decus,27521,25,0.54178035
no.elektronikk,no.svar,3838,207,0.54176575
no.linux,no.prat.ufo,16315,762,0.54168165
no.alt.radio_tv.irma1000,no.sources.list,417,77,0.5415234
no.alt.amiga,no.prat.seksualitet,775,3616,0.54139495
no.alkohol,no.sport.volleyball,3468,156,0.5413496
no.spill.sjakk,no.test,270,3374,0.54133236
no.marked.jobb,no.x,3836,390,0.5413186
no.marked.bolig,no.sport.diverse,741,6331,0.54131633
no.eunet.drift,no.sport.fotball,405,2324,0.5411045
no.alt.radio_tv.irma1000,no.spill.sjakk,417,270,0.5410902
no.sources.list,no.standard,77,98,0.54096437
no.eunet.hjelp,no.uninett.fik,601,49,0.54088163
no.alt.fan.de-lillos,no.marked.jobb,244,3836,0.5406735
no.marked.bolig,no.prat.politikk,741,3672,0.54047805
no.biz.annonser.data,no.sykkel,1311,3996,0.54045147
no.film,no.org.dnd,12505,73,0.54043865
no.kryptografi,no.marked.data,537,22621,0.5403992
no.slekt,no.tex,8269,225,0.54037577
no.film,no.org.decus,12505,25,0.5403658
no.alt.config,no.tex,625,225,0.54036117
no.alt.mat.drikke,no.x,758,390,0.5403338
no.prat.politikk,no.x,3672,390,0.540321
no.prat.ufo,no.slekt.etterlysning,762,3114,0.5402542
no.mac,no.reiser,22107,1987,0.53999996
no.test,no.tex,3374,225,0.5399747
no.musikk,no.perl,27521,1087,0.5398175
no.kryptografi,no.marked.jobb,537,3836,0.53981495
no.musikk.gitar,no.tex,2387,225,0.53971994
no.alt.sjokolade,no.sport.orientering,580,63,0.5396747
no.kjemi,no.pressemeldinger,1463,62,0.53965724
no.prat.seksualitet,no.svar,3616,207,0.539655
no.alt.katter,no.slekt.etterlysning,1932,3114,0.5395996
no.alt.mat,no.marked.bolig,3909,741,0.539575
no.alt.pompel-og-pilt,no.spill.sjakk,367,270,0.53934073
no.alt.sjokolade,no.prat.aksjer,580,937,0.5393198
no.alt.flame,no.linux,19929,16315,0.53928345
no.litteratur,no.ms-windows,3989,8305,0.53927135
no.mail.diverse,no.marked.bolig,1978,741,0.53919065
no.kjemi,no.marked.bolig,1463,741,0.53914595
no.sykkel,no.tungregning,3996,92,0.5390829
no.biz.diskusjoner,no.spill.sjakk,276,270,0.5389924
no.alt.motorsykler,no.org.dnd,42775,73,0.5389617
no.org.dnd,no.perl,73,1087,0.5389556
no.radio_tv,no.sources.list,1682,77,0.53892565
no.marked,no.slekt.etterlysning,26848,3114,0.53888047
no.alt.katter,no.vr,1932,144,0.53882384
no.bolig,no.religion,1148,20428,0.5387321
no.marked.bil,no.uninett.diverse,1599,207,0.53860986
no.alt.sjokolade,no.lisp,580,504,0.5383595
no.prat.aksjer,no.slekt.etterlysning,937,3114,0.5383409
no.prat.ufo,no.slekt.programmer,762,459,0.5381807
no.biz.diskusjoner,no.tex,276,225,0.5381727
no.alt.amiga,no.reiser,775,1987,0.53816676
no.biz.annonser,no.norsk,3658,17383,0.5381117
no.alt.tegneserier,no.sources.list,2246,77,0.53809845
no.sources.list,no.student.nett,77,418,0.53799456
no.it.emacs,no.sykkel,1054,3996,0.53796124
no.bil,no.x,6651,390,0.53795713
no.ai,no.tex,332,225,0.5379294
no.org.decus,no.prat.politikk,25,3672,0.5378326
no.marked.bil,no.marked.jobb,1599,3836,0.5378238
no.alt.amiga,no.folklore.generelt,775,15,0.5377853
no.org.decus,no.reiser,25,1987,0.53774655
no.folklore.overtro,no.tungregning,11,92,0.53771526
no.ms-windows,no.musikk,8305,27521,0.5377064
no.alt.katter,no.amiga,1932,3265,0.53769535
no.prat.ufo,no.uninett.katalog,762,32,0.5376161
no.it.os.os2,no.prat.aksjer,696,937,0.53752613
no.alt.katter,no.c,1932,2562,0.537486
no.alt.radio_tv.irma1000,no.uninett.fik,417,49,0.5374124
no.biz.annonser.data,no.perl,1311,1087,0.53738713
no.prat.narkotika,no.slekt.programmer,2474,459,0.5372102
no.alt.fan.de-lillos,no.marked.bolig,244,741,0.53721005
no.reiser,no.tegnsett,1987,416,0.53719974
no.linux,no.psykologi,16315,1754,0.537108
no.reiser,no.sport.fotball,1987,2324,0.5370391
no.marked.data,no.vit.diverse,22621,622,0.53700745
no.alt.mat,no.kryptografi,3909,537,0.5369862
no.marked.bil,no.net,1599,2082,0.5368902
no.kryptografi,no.sport.diverse,537,6331,0.536762
no.jus,no.marked.bil,8006,1599,0.53675133
no.perl,no.pressemeldinger.diskusjon,1087,42,0.53667057
no.biz.annonser.data,no.film,1311,12505,0.53666884
no.prat.narkotika,no.slekt.etterlysning,2474,3114,0.5365335
no.bolig,no.kryptografi,1148,537,0.5365043
no.folklore.overtro,no.www,11,3436,0.5363848
no.perl,no.prat.seksualitet,1087,3616,0.53638184
no.it.diverse,no.sport.volleyball,527,156,0.53636956
no.bolig,no.folklore.overtro,1148,11,0.5363675
no.audio,no.folklore.generelt,10340,15,0.5363265
no.irc,no.marked.bolig,6511,741,0.53618556
no.biz.annonser.data,no.folklore.overtro,1311,11,0.5361812
no.pressemeldinger,no.vit.diverse,62,622,0.5361411
no.havforskning,no.sources.list,516,77,0.5361215
no.folklore.overtro,no.medisin,11,1490,0.5360944
no.slekt.etterlysning,no.unix,3114,3935,0.5360774
no.pressemeldinger,no.sport.diverse,62,6331,0.535861
no.it.os.os2,no.sykkel,696,3996,0.5357527
no.marked.bil,no.sport.diverse,1599,6331,0.535627
no.alt.god.jul,no.marked.bil,750,1599,0.5356214
no.spill.sjakk,no.typografi,270,303,0.53559494
no.musikk.klassisk,no.org.nobug.diverse,288,119,0.53555787
no.marked,no.prat.narkotika,26848,2474,0.53555435
no.musikk.klassisk,no.tungregning,288,92,0.5355281
no.lisp,no.reiser,504,1987,0.53550434
no.folklore.overtro,no.slekt,11,8269,0.53549415
no.alt.tegneserier,no.mswindow,2246,772,0.53549397
no.alt.sjokolade,no.eunet.drift,580,405,0.5354081
no.sources.wanted,no.sport.fotball,152,2324,0.53540736
no.musikk.klassisk,no.org.isoc-no,288,46,0.53536403
no.alt.diskusjoner,no.spill.sjakk,15893,270,0.53531706
no.eunet.drift,no.slekt.etterlysning,405,3114,0.5353156
no.alt.diskusjoner,no.marked.data,15893,22621,0.535308
no.biz.annonser.data,no.litteratur,1311,3989,0.5351437
no.ms-windows,no.sykkel,8305,3996,0.5351147
no.bolig,no.sport.fotball,1148,2324,0.5351126
no.alt.flame,no.slekt.programmer,19929,459,0.5350703
no.linux,no.sources.list,16315,77,0.53495944
no.amiga,no.sport.fotball,3265,2324,0.53495264
no.alt.god.jul,no.mswindow,750,772,0.5349178
no.alt.mat,no.sport.volleyball,3909,156,0.5346105
no.medisin,no.ms-windows,1490,8305,0.53459674
no.folklore.overtro,no.test,11,3374,0.534498
no.sport.volleyball,no.tele,156,5701,0.5344872
no.folklore.generelt,no.musikk.klassisk,15,288,0.53444535
no.alt.fan.de-lillos,no.marked.bil,244,1599,0.5344401
no.mail.drift,no.spill.sjakk,576,270,0.53442967
no.alt.frustrasjoner,no.uninett.fik,35424,49,0.53436995
no.alt.flame,no.video,19929,510,0.53435284
no.amiga,no.svar,3265,207,0.53417826
no.sport.volleyball,no.www,156,3436,0.5341333
no.it.diverse,no.spill.sjakk,527,270,0.53404903
no.alt.katter,no.sport.orientering,1932,63,0.533972
no.alkohol,no.it.os.os2,3468,696,0.53396624
no.prat.seksualitet,no.tungregning,3616,92,0.53394705
no.marked.jobb,no.sport.orientering,3836,63,0.5339455
no.norsk,no.org.dnd,17383,73,0.5338784
no.sport.fotball,no.tegnsett,2324,416,0.5338639
no.linux,no.musikk.klassisk,16315,288,0.53378624
no.slekt.programmer,no.sport.fotball,459,2324,0.5337099
no.alt.sjokolade,no.tegnsett,580,416,0.53369695
no.alt.arkiv,no.hobby.diverse,1984,482,0.5336883
no.ef,no.uninett.fik,1368,49,0.53364825
no.alt.arkiv,no.org.dnd,1984,73,0.5335505
no.litteratur,no.spill.sjakk,3989,270,0.53350025
no.org.dnd,no.sources.list,73,77,0.5333926
no.jus,no.tex,8006,225,0.53338635
no.musikk.gitar,no.sources.list,2387,77,0.5332272
no.org.dnd,no.psykologi,73,1754,0.5330268
no.alt.flame,no.audio,19929,10340,0.5328673
no.org.nobug.diverse,no.sykkel,119,3996,0.53280455
no.folklore.overtro,no.prat.ufo,11,762,0.532725
no.ai,no.alt.arkiv,332,1984,0.53272
no.alkohol,no.perl,3468,1087,0.5326148
no.alt.mat,no.perl,3909,1087,0.53241247
no.sport.volleyball,no.video,156,510,0.53240114
no.org.decus,no.prat.narkotika,25,2474,0.5323759
no.tex,no.vitser,225,10517,0.5323691
no.marked.bil,no.pressemeldinger.diskusjon,1599,42,0.5322362
no.alt.motorsykler,no.perl,42775,1087,0.5322195
no.marked.jobb,no.norsk,3836,17383,0.53215814
no.pressemeldinger,no.sport.orientering,62,63,0.53211296
no.kjemi,no.marked.bil,1463,1599,0.5320701
no.ai,no.reiser,332,1987,0.53203505
no.musikk,no.uninett.katalog,27521,32,0.53197616
no.audio,no.uninett.katalog,10340,32,0.53186685
no.bil,no.org.decus,6651,25,0.5318503
no.folklore.generelt,no.unix,15,3935,0.53177714
no.amiga,no.reiser,3265,1987,0.5317218
no.marked.data,no.medisin,22621,1490,0.53161114
no.marked.bil,no.musikk,1599,27521,0.5314383
no.alt.katter,no.folklore.generelt,1932,15,0.5313887
no.folklore.overtro,no.org.decus,11,25,0.5313875
